Ajankohta (vvvv/kk);Hallinnonala;Kirjanpitoyksikkö;Taso2 virasto;VHSvirasto;Organisaatio 1;Organisaatio 2;Organisaatio 3;Palvelussuhteiden lukumäärä
2017/ 05;Liikenne- ja viestintäministeriö (hala);Ilmatieteen laitos;Ilmatieteen laitos;Ilmatieteen laitos;Tutkimus- ja menetelmäkehitys;Meteorologinen tutkimus;Polaarialueiden meteorologia ja klimatol;7
2017/ 05;Liikenne- ja viestintäministeriö (hala);Ilmatieteen laitos;Ilmatieteen laitos;Ilmatieteen laitos;Tutkimus- ja menetelmäkehitys;Meteorologinen tutkimus;Satelliitti- ja tutkasovellukset;10
2017/ 05;Liikenne- ja viestintäministeriö (hala);Ilmatieteen laitos;Ilmatieteen laitos;Ilmatieteen laitos;Tutkimus- ja menetelmäkehitys;Meteorologinen tutkimus;Säämallit;10
2017/ 05;Liikenne- ja viestintäministeriö (hala);Ilmatieteen laitos;Ilmatieteen laitos;Ilmatieteen laitos;Tutkimus- ja menetelmäkehitys;Meteorologinen tutkimus;;2
2017/ 05;Liikenne- ja viestintäministeriö (hala);Ilmatieteen laitos;Ilmatieteen laitos;Ilmatieteen laitos;Tutkimus- ja menetelmäkehitys;Uudet havaintomenetelmät;Avaruussäätuotteet;12
2017/ 05;Liikenne- ja viestintäministeriö (hala);Ilmatieteen laitos;Ilmatieteen laitos;Ilmatieteen laitos;Tutkimus- ja menetelmäkehitys;Uudet havaintomenetelmät;Ilmakehän kaukokartoitus;16
2017/ 05;Liikenne- ja viestintäministeriö (hala);Ilmatieteen laitos;Ilmatieteen laitos;Ilmatieteen laitos;Tutkimus- ja menetelmäkehitys;Uudet havaintomenetelmät;Tutka- ja avaruusteknologia;17
2017/ 05;Liikenne- ja viestintäministeriö (hala);Ilmatieteen laitos;Ilmatieteen laitos;Ilmatieteen laitos;Tutkimus- ja menetelmäkehitys;Uudet havaintomenetelmät;;3
2017/ 05;Liikenne- ja viestintäministeriö (hala);Ilmatieteen laitos;Ilmatieteen laitos;Ilmatieteen laitos;Tutkimus- ja menetelmäkehitys;;;7
2017/ 05;Liikenne- ja viestintäministeriö (hala);Ilmatieteen laitos;Ilmatieteen laitos;Ilmatieteen laitos;Viestintä;;;3
2017/ 05;Liikenne- ja viestintäministeriö (hala);Ilmatieteen laitos;Ilmatieteen laitos;Ilmatieteen laitos;;;;37
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Konserniohjausosasto;Hallintoyksikkö;;14
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Konserniohjausosasto;Ohjausyksikkö;;18
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Konserniohjausosasto;Talousyksikkö;;7
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Konserniohjausosasto;;;5
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Ministeriön viestintä;;;10
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Palveluosasto;Markkinayksikkö;;16
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Palveluosasto;Peruspalveluyksikkö;;14
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Palveluosasto;;;2
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Tieto-osasto;Tietoliiketoimintayksikkö;;13
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Tieto-osasto;Turvallisuusyksikkö;;12
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Tieto-osasto;;;2
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Verkko-osasto;Kehittämisyksikkö;;13
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Verkko-osasto;Toimintavarmuusyksikkö;;14
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Verkko-osasto;;;4
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;Liikenne- ja viestintäministeriö;;;;15
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Liikenne ja tieto;Liikennekeskukset;Meriliikenteen ohjaus;80
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Liikenne ja tieto;Liikennekeskukset;Rautatieliikenteen ohjaus;8
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Liikenne ja tieto;Liikennekeskukset;Tieliikenteen ohjaus;49
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Liikenne ja tieto;Liikennekeskukset;;3
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Liikenne ja tieto;Liikenteen palvelut-osasto;Joukkoliikenteen palvelut;4
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Liikenne ja tieto;Liikenteen palvelut-osasto;Liikkumisen palvelut ja älyliikenne;6
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Liikenne ja tieto;Liikenteen palvelut-osasto;Merikartoituspalvelut;36
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Liikenne ja tieto;Liikenteen palvelut-osasto;Meriliikenteen palveluiden kehittäminen;13
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Liikenne ja tieto;Liikenteen palvelut-osasto;Rataverkon käyttö;9
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Liikenne ja tieto;Liikenteen palvelut-osasto;Rautatieliikenteen palveluiden kehitt.;10
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Liikenne ja tieto;Liikenteen palvelut-osasto;Talvimerenkulku;4
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Liikenne ja tieto;Liikenteen palvelut-osasto;Tieliikenteen palveluiden kehittäminen;13
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Liikenne ja tieto;Liikenteen palvelut-osasto;;1
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Liikenne ja tieto;Tieto-osasto;Asiakirjahallinta;12
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Liikenne ja tieto;Tieto-osasto;ICT-PALVELUT;14
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Liikenne ja tieto;Tieto-osasto;Merenmittaustietojen hallinta, yht;10
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Liikenne ja tieto;Tieto-osasto;Tietojärjestelmien kehittäminen;11
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Liikenne ja tieto;Tieto-osasto;Tietopalvelut;7
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Liikenne ja tieto;Tieto-osasto;Väylä- ja liikennetietojen hallinta;10
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Liikenne ja tieto;Tieto-osasto;;1
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Liikenne ja tieto;;;3
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Suunnittelu ja hankkeet;Hankehallinta;;22
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Suunnittelu ja hankkeet;Hankesuunnittelu;Hankesuunnittelu 2;9
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Suunnittelu ja hankkeet;Hankesuunnittelu;;12
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Suunnittelu ja hankkeet;Liikenne ja maankäyttö;Liikenne ja maankäyttö 2;1
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Suunnittelu ja hankkeet;Liikenne ja maankäyttö;;22
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Suunnittelu ja hankkeet;Projektien toteutus;Projektien toteutus 2;1
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Suunnittelu ja hankkeet;Projektien toteutus;;27
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Suunnittelu ja hankkeet;;;2
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Toiminnan ohjaus;Henkilöstö ja hallinto;Henkilöstö ja hallinto 2;11
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Toiminnan ohjaus;Henkilöstö ja hallinto;Palvelussuhdeasiat;1
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Toiminnan ohjaus;Henkilöstö ja hallinto;Toimitilapalvelut;5
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Toiminnan ohjaus;Henkilöstö ja hallinto;;13
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Toiminnan ohjaus;Oikeus ja hankinta;Hankinnan ohjaus-yksikkö;12
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Toiminnan ohjaus;Oikeus ja hankinta;Oikeusyksikkö;14
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Toiminnan ohjaus;Oikeus ja hankinta;;1
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Toiminnan ohjaus;Talous- ja tulosohjaus;Controller-yksikkö;7
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Toiminnan ohjaus;Talous- ja tulosohjaus;Talousyksikkö;18
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Toiminnan ohjaus;Talous- ja tulosohjaus;Tulosohjausyksikkö;7
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Toiminnan ohjaus;Talous- ja tulosohjaus;;1
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Toiminnan ohjaus;;;5
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Viestintä- ja yhteiskuntavastuu;;;8
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Väylänpito;Kunnossapito;Kunnossapidon ohjaus ja kehittäminen;18
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Väylänpito;Kunnossapito;Meriväylät;18
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Väylänpito;Kunnossapito;Radan kunnossapito;17
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Väylänpito;Kunnossapito;Radan parantaminen;16
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Väylänpito;Kunnossapito;Sisävesiväylät;9
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Väylänpito;Kunnossapito;;1
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Väylänpito;Tekniikka ja ympäristö;Liikenne- ja työturvallisuusyksikkö;10
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Väylänpito;Tekniikka ja ympäristö;Ratatekninen yksikkö;9
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Väylänpito;Tekniikka ja ympäristö;Taitorakenneyksikkö;14
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Väylänpito;Tekniikka ja ympäristö;Tietekninen yksikkö;7
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Väylänpito;Tekniikka ja ympäristö;Ympäristö- ja kiinteistöyksikkö;8
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Väylänpito;Tekniikka ja ympäristö;;1
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;Väylänpito;;;4
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikennevirasto;Liikennevirasto;Liikennevirasto;;;;27
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Hallinto;Henkilöstö;Henkilöstön kehittämis- ja tukipalvelut;8
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Hallinto;Henkilöstö;Palvelussuhde- ja matkapalvelut;8
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Hallinto;Henkilöstö;;2
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Hallinto;Talous;Ulkoinen laskenta;6
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Hallinto;Talous;Yleishallinto;3
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Hallinto;Talous;;5
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Hallinto;;;1
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Ilmailu;;;4
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Lakiasiat;Oikeuspalvelut;;3
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Lakiasiat;;;1
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikennejärjestelmä ja kehittäminen;Liikenteen tieto;Arviointipalvelut;18
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikennejärjestelmä ja kehittäminen;Liikenteen tieto;Liikenteen uudet palvelut;10
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikennejärjestelmä ja kehittäminen;Liikenteen tieto;Tieto- ja tilastopalvelut;20
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikennejärjestelmä ja kehittäminen;Liikenteen tieto;;2
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikennejärjestelmä ja kehittäminen;Säädös- ja kehittämispalvelut;Johtamisen tuki;13
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikennejärjestelmä ja kehittäminen;Säädös- ja kehittämispalvelut;Liikenneoikeus;15
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikennejärjestelmä ja kehittäminen;Säädös- ja kehittämispalvelut;;4
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikennejärjestelmä ja kehittäminen;Tietohallintopalvelut;Teknologiapalvelut-yksikkö;12
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikennejärjestelmä ja kehittäminen;Tietohallintopalvelut;Tiedonhallintapalvelut;15
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikennejärjestelmä ja kehittäminen;Tietohallintopalvelut;Tietojärjestelmäpalvelut;14
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikennejärjestelmä ja kehittäminen;Tietohallintopalvelut;;6
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikennejärjestelmä ja kehittäminen;;;5
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikennevälineet;Ajoneuvot;Katsastusluvat ja valvonta;12
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikennevälineet;Ajoneuvot;Palveluiden tuki;24
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikennevälineet;Ajoneuvot;Rekisteripäätökset;12
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikennevälineet;Ajoneuvot;Rekisteröinnin neuvonta;14
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikennevälineet;Ajoneuvot;Tyyppihyväksyntä;11
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikennevälineet;Ajoneuvot;Verotus;18
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikennevälineet;Ajoneuvot;;3
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikennevälineet;Alukset;Alustekniikka ja operointi;12
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikennevälineet;Alukset;Itäinen valvonta;14
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikennevälineet;Alukset;Läntinen valvonta;13
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikennevälineet;Alukset;Meriympäristö ja turva-asiat;9
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikennevälineet;Alukset;Veneet ja rekisterit;14
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikennevälineet;Alukset;;2
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikennevälineet;;;3
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen toimijat;Henkilöluvat;Ajo-oikeudet ja kortit;15
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen toimijat;Henkilöluvat;Ilmailun lupakirjat;11
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen toimijat;Henkilöluvat;Liikennelääketiede;6
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen toimijat;Henkilöluvat;Merenkulun pätevyydet;11
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen toimijat;Henkilöluvat;Tutkinnot ja ammattiliikenne;18
2017/ 05;Liikenne- ja viestintäministeriö (hala);Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen turvallisuusvirasto;Liikenteen toimijat;Henkilöluvat;;2
